category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines East Blk 261 (KN),ELEMENTARY,KINDERGARTEN,261 Tampines Street 21  #01-300 S(520261),520261,Singapore,1.354303483,103.9509655
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines East Blk 262 (DS),ELEMENTARY,KINDERGARTEN,262 Tampines Street 21  #01-272 S(520262),520262,Singapore,1.353756637,103.9509704
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines North Blk 483 (KN),ELEMENTARY,KINDERGARTEN,483 Tampines Street 43  #01-202 S(520483),520483,Singapore,1.361433396,103.9526859
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),ELEMENTARY,KINDERGARTEN,140 Tampines Street 12 Blk 938 #01-426 S(520140),520140,Singapore,1.347557792,103.9438148
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines-Changkat Blk 284 (KN),ELEMENTARY,KINDERGARTEN,284 Tampines Street 22 Blk 285 #01-149 S(520284),520284,Singapore,1.34910384,103.9526282
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines-Changkat Blk 318 (KN),ELEMENTARY,KINDERGARTEN,318 Tampines Street 33  #01-80 S(520318),520318,Singapore,1.351460939,103.9560749
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines-Changkat Blk 358 (KN),ELEMENTARY,KINDERGARTEN,358 Tampines Street 33  #01-666 S(520358),520358,Singapore,1.354474469,103.9610042
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 130 (KN),ELEMENTARY,KINDERGARTEN,130 Kim Tian Road Blk 127 #01-157 S(160130),160130,Singapore,1.280412542,103.8292712
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 1E (KN),ELEMENTARY,KINDERGARTEN,1E Cantoment Road  #03-49 S(085501),85501,Singapore,1.276621675,103.8411561
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Teck Ghee Blk 235 (KN),ELEMENTARY,KINDERGARTEN,235 Ang Mo Kio Avenue 3  #01-1114 S(560235),560235,Singapore,1.366823603,103.8364912
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Teck Ghee Blk 301 (DS),ELEMENTARY,KINDERGARTEN,301 Ang Mo Kio Street 31  #01-1814 S(560301),560301,Singapore,1.367421107,103.8459036
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Teck Ghee Blk 466 (KN),ELEMENTARY,KINDERGARTEN,466 Ang Mo Kio Avenue 10  #01-1034 S(560466),560466,Singapore,1.365819605,103.8570616
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Telok Blangah Blk 2 (KN),ELEMENTARY,KINDERGARTEN,2 Dover Road  #01-342 S(130002),130002,Singapore,1.30310745,103.7829008
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS),ELEMENTARY,KINDERGARTEN,78A Telok Blangah Street 32  #03-01 S(101078),101078,Singapore,1.273382513,103.8089348
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (KN),ELEMENTARY,KINDERGARTEN,157 Lorong 1 Toa Payoh  #01-1243 S(310157),310157,Singapore,1.33220626,103.8454529
EDUCATION (ELEMENTARY),Little Shepherds' Schoolhouse@Blessed Sacrament Church,ELEMENTARY,KINDERGARTEN,1 Commonwealth Drive   S(149603),149603,Singapore,1.295803637,103.7988024
EDUCATION (ELEMENTARY),Little Shepherds' Schoolhouse@Church of St Francis of Assisi (BL),ELEMENTARY,KINDERGARTEN,200 Boon Lay Avenue   S(649964),649964,Singapore,1.347901738,103.7109844
EDUCATION (ELEMENTARY),Little Shepherds' Schoolhouse@Church of St Francis Xavier,ELEMENTARY,KINDERGARTEN,63A Chartwell Drive   S(558758),558758,Singapore,1.358649496,103.86353
EDUCATION (ELEMENTARY),Little Shepherds' Schoolhouse@Church of the Holy Family,ELEMENTARY,KINDERGARTEN,6 Chapel Road   S(429509),429509,Singapore,1.30680767,103.9069247
EDUCATION (ELEMENTARY),Little Shepherds' Schoolhouse@Church of the Holy Trinity,ELEMENTARY,KINDERGARTEN,20 Tampines Street 11   S(529455),529455,Singapore,1.348841449,103.9493353
EDUCATION (ELEMENTARY),Little Shepherds' Schoolhouse@Church of the Nativity,ELEMENTARY,KINDERGARTEN,98 Hougang Avenue 8   S(538791),538791,Singapore,1.374158598,103.8976849
EDUCATION (ELEMENTARY),Little Shepherds' Schoolhouse@St Anne<U+0092>s Church,ELEMENTARY,KINDERGARTEN,66 Sengkang East Way   S(548593),548593,Singapore,1.391889387,103.9016755
EDUCATION (ELEMENTARY),Little Shepherds<U+0092> Schoolhouse@Church of St Francis of Assisi-JW,ELEMENTARY,KINDERGARTEN,47 Jurong West Street 42   S(649368),649368,Singapore,1.351353674,103.7163918
EDUCATION (ELEMENTARY),Little Skittles International Preschool,ELEMENTARY,KINDERGARTEN,11 Margate Road   S(438052),438052,Singapore,1.29847422,103.8890753
EDUCATION (ELEMENTARY),Little Woods Montessori Preschool,ELEMENTARY,KINDERGARTEN,45 Gentle Road   S(309166),309166,Singapore,1.318880172,103.8384186
EDUCATION (ELEMENTARY),LittleSparks Montessori Kindergarten,ELEMENTARY,KINDERGARTEN,20 Siglap Drive Bowmont Centre #01-06 S(456192),456192,Singapore,1.315656245,103.9192457
EDUCATION (ELEMENTARY),Living Sanctuary Kindergarten,ELEMENTARY,KINDERGARTEN,2 Hougang Street 22 Bethesda Ground  S(538728),538728,Singapore,1.355987836,103.8914006
EDUCATION (ELEMENTARY),Lodestar Montessori Preschool Pte. Ltd.,ELEMENTARY,KINDERGARTEN,23 Jalan Teliti   S(537319),537319,Singapore,1.360619534,103.8904114
EDUCATION (ELEMENTARY),Lumiere Montessori House,ELEMENTARY,KINDERGARTEN,64 Wolskel Road   S(357971),357971,Singapore,1.347153349,103.8698239
EDUCATION (ELEMENTARY),Mahad Al-Nasry @ Sengkang kindergarten,ELEMENTARY,KINDERGARTEN,415 Punggol Road   S(546646),546646,Singapore,1.391710009,103.9011211
EDUCATION (ELEMENTARY),Maplebear Gracefields Pte Ltd,ELEMENTARY,KINDERGARTEN,1 One Tree Hill   S(248668),248668,Singapore,1.300589374,103.8244787
EDUCATION (ELEMENTARY),Maris Stella Kindergarten,ELEMENTARY,KINDERGARTEN,49B Holland Road   S(258851),258851,Singapore,1.308859621,103.8083085
